fecha,precio_actual,real,pred_transformer,pred_std,baseline_naive,err_transformer,err_naive
2025-06-23,264.95,278.27,265.249072323814,8.759397336244604,264.95,13.020927676185977,13.319999999999993
2025-06-24,270.36,281.26,270.8905589316785,7.62664570093159,270.36,10.369441068321464,10.899999999999977
2025-06-25,269.52,284.06,268.58220870479937,7.928683334589039,269.52,15.477791295200632,14.54000000000002
2025-06-26,273.96,288.75,273.7080659867823,8.642817211151112,273.96,15.041934013217713,14.79000000000002
2025-06-27,275.0,287.11,275.9468234594166,7.61871271133424,275.0,11.163176540583436,12.110000000000014
2025-06-30,278.27,289.91,276.89391757979985,8.104783701896679,278.27,13.016082420200178,11.640000000000043
2025-07-01,281.26,290.41,283.3919114060048,1.1978409639745564,281.26,7.01808859399523,9.150000000000034
2025-07-02,284.06,292.0,286.64402304677293,1.4501174229383196,284.06,5.355976953227071,7.939999999999998
2025-07-03,288.75,296.0,290.93973875198515,1.558248747540631,288.75,5.060261248014854,7.25
2025-07-07,287.11,291.97,289.1123316519614,1.1443903302075569,287.11,2.857668348038601,4.860000000000014
2025-07-08,289.91,282.78,292.175955111105,1.3522046252899145,289.91,-9.395955111105025,-7.130000000000052
2025-07-09,290.41,283.16,292.87747131423095,1.599736396260539,290.41,-9.71747131423092,-7.25
2025-07-10,292.0,288.19,294.18444704137744,1.2553607956878636,292.0,-5.994447041377441,-3.8100000000000023
2025-07-11,296.0,286.86,297.94059630331583,1.2727150562591873,296.0,-11.080596303315815,-9.139999999999986
2025-07-14,291.97,288.7,294.10049220747317,1.3067497875028948,291.97,-5.400492207473178,-3.2700000000000387
2025-07-15,282.78,286.55,285.0281473360583,1.231323572159738,282.78,1.5218526639417291,3.7700000000000387
2025-07-16,283.16,285.82,285.1521271512285,1.539482939103607,283.16,0.6678728487714807,2.659999999999968
2025-07-17,288.19,289.9,290.50070321862586,1.3854011835763345,288.19,-0.6007032186258812,1.7099999999999795
2025-07-18,286.86,291.27,288.96469267429785,1.2196506748628053,286.86,2.305307325702131,4.409999999999968
2025-07-21,288.7,290.97,290.84433757511897,1.413917446974665,288.7,0.12566242488105672,2.2700000000000387
2025-07-22,286.55,291.43,288.3205117986072,0.92945964069105,286.55,3.1094882013928213,4.8799999999999955
2025-07-23,285.82,296.76,288.1906047451496,1.2142998841125632,285.82,8.569395254850406,10.939999999999998
2025-07-24,289.9,296.55,291.86398141383194,1.5720402417471178,289.9,4.686018586168075,6.650000000000034
2025-07-25,291.27,298.62,293.5179105904512,1.2013708962313672,291.27,5.102089409548796,7.350000000000023
2025-07-28,290.97,298.28,292.7824351102487,1.2451775468047686,290.97,5.497564889751288,7.309999999999945
2025-07-29,291.43,297.04,293.7504920331761,1.3104326268192494,291.43,3.289507966823919,5.610000000000014
2025-07-30,296.76,299.63,298.21993152335284,0.835276331801424,296.76,1.4100684766471545,2.8700000000000045
2025-07-31,296.55,296.24,298.1296788075194,1.0858561844844417,296.55,-1.889678807519374,-0.3100000000000023
2025-08-01,298.62,289.37,300.2656375402026,1.0796042826957546,298.62,-10.895637540202586,-9.25
2025-08-04,298.28,294.26,299.9885396564379,1.0027438147086514,298.28,-5.728539656437931,-4.019999999999982
2025-08-05,297.04,291.37,298.6604531358835,0.7410281804110923,297.04,-7.290453135883467,-5.670000000000016
2025-08-06,299.63,291.35,301.2272659267485,1.038126169983343,299.63,-9.877265926748464,-8.279999999999973
2025-08-07,296.24,286.94,297.94677066349885,0.9186434574401687,296.24,-11.006770663498855,-9.300000000000011
