"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"17.12.2024","6,660","6,720","6,750","6,660","1,70M","-0,60%"
"16.12.2024","6,700","6,600","6,700","6,600","1,16M","2,29%"
"13.12.2024","6,550","6,600","6,720","6,550","866,39K","-0,91%"
"12.12.2024","6,610","6,530","6,610","6,530","4,70K","1,38%"
"11.12.2024","6,520","6,540","6,540","6,520","830,91K","-0,15%"
"10.12.2024","6,530","6,550","6,560","6,530","74,68K","0,15%"
"06.12.2024","6,520","6,520","6,520","6,520","510,41K","0,00%"
"05.12.2024","6,520","6,550","6,550","6,520","450,96K","0,00%"
"04.12.2024","6,520","6,520","6,520","6,520","101,17K","0,00%"
"03.12.2024","6,520","6,550","6,570","6,520","72,59K","-0,61%"
"02.12.2024","6,560","6,560","6,560","6,560","0,36K","0,15%"
"29.11.2024","6,550","6,550","6,650","6,550","2,64K","0,00%"
"28.11.2024","6,550","6,550","6,550","6,550","1,93K","0,00%"
"27.11.2024","6,550","6,650","6,650","6,550","572,59K","-1,50%"
"26.11.2024","6,650","6,600","6,650","6,600","317,70K","1,06%"
"25.11.2024","6,580","6,700","6,700","6,580","417,69K","-1,79%"
"22.11.2024","6,700","6,700","6,700","6,700","55,31K","0,75%"
"21.11.2024","6,650","6,650","6,650","6,620","181,21K","0,45%"
"20.11.2024","6,620","6,700","6,750","6,620","4,02M","1,22%"
"19.11.2024","6,540","6,600","6,600","6,540","126,49K","-0,91%"
"18.11.2024","6,600","6,640","6,640","6,600","8,41K","-0,60%"
"15.11.2024","6,640","6,510","6,640","6,510","5,88K","0,61%"
"14.11.2024","6,600","6,600","6,600","6,600","4,89K","-0,30%"
"13.11.2024","6,620","6,650","6,650","6,500","0,96K","0,30%"
"12.11.2024","6,600","6,600","6,600","6,600","4,68K","-0,45%"
"11.11.2024","6,630","6,650","6,650","6,630","84,70K","-1,34%"
"08.11.2024","6,720","6,700","6,720","6,700","56,53K","0,60%"
"07.11.2024","6,680","6,650","6,700","6,650","148,97K","-1,04%"
"06.11.2024","6,750","6,470","6,750","6,470","11,90M","4,33%"
"05.11.2024","6,470","6,500","6,500","6,470","41,67K","-0,46%"
"04.11.2024","6,500","6,500","6,600","6,500","17,90K","0,00%"
"31.10.2024","6,500","6,600","6,600","6,500","79,75K","-1,52%"
"30.10.2024","6,600","6,620","6,700","6,600","36,77K","0,00%"
"29.10.2024","6,600","6,550","6,600","6,550","53,99K","0,76%"
"28.10.2024","6,550","6,550","6,550","6,500","115,61K","0,00%"
"25.10.2024","6,550","6,600","6,600","6,550","12,67K","-0,76%"
"24.10.2024","6,600","6,500","6,600","6,400","12,11K","1,54%"
"23.10.2024","6,500","6,520","6,520","6,500","13,25K","-0,31%"
"22.10.2024","6,520","6,520","6,520","6,520","7,74K","-0,76%"
"21.10.2024","6,570","6,610","6,610","6,560","64,87K","0,31%"
"18.10.2024","6,550","6,550","6,560","6,550","38,62K","0,46%"
"17.10.2024","6,520","6,480","6,520","6,480","40,11K","0,00%"
"16.10.2024","6,520","6,520","6,520","6,520","9,04K","0,00%"
"15.10.2024","6,520","6,520","6,600","6,520","1,24K","0,00%"
"14.10.2024","6,520","6,500","6,520","6,500","102,14K","1,56%"
"11.10.2024","6,420","6,420","6,420","6,420","51,26K","-0,93%"
"10.10.2024","6,480","6,550","6,550","6,480","5,02K","0,93%"
"09.10.2024","6,420","6,450","6,460","6,300","54,62K","-1,23%"
"07.10.2024","6,500","6,500","6,500","6,500","8,32K","0,00%"
"04.10.2024","6,500","6,520","6,520","6,500","6,13K","-0,61%"
"03.10.2024","6,540","6,600","6,600","6,540","77,24K","-0,91%"
"02.10.2024","6,600","6,600","6,600","6,600","39,97K","-2,22%"
"01.10.2024","6,750","6,650","6,750","6,650","7,96K","1,50%"
"30.09.2024","6,650","6,730","6,750","6,600","2,37K","-1,48%"
"27.09.2024","6,750","6,650","6,750","6,600","3,52M","1,50%"
"26.09.2024","6,650","6,450","6,650","6,450","2,09M","1,84%"
"25.09.2024","6,530","6,480","6,530","6,470","0,48K","0,77%"
"24.09.2024","6,480","6,650","6,650","6,480","12,82K","-1,82%"
"23.09.2024","6,600","6,550","6,620","6,550","4,83M","2,17%"
"20.09.2024","6,460","6,500","6,500","6,460","65,28K","-0,62%"
"19.09.2024","6,500","6,500","6,500","6,500","1,72K","0,00%"
"18.09.2024","6,500","6,580","6,580","6,500","2,75K","-0,76%"
"17.09.2024","6,550","6,500","6,550","6,500","457,33K","-0,46%"
"16.09.2024","6,580","6,600","6,600","6,550","0,24K","0,00%"
"13.09.2024","6,580","6,600","6,600","6,580","4,22K","0,46%"
"12.09.2024","6,550","6,500","6,550","6,500","8,56K","0,77%"
"11.09.2024","6,500","6,500","6,500","6,500","7,01K","-0,31%"
"10.09.2024","6,520","6,600","6,620","6,520","10,63K","-1,21%"
"09.09.2024","6,600","6,600","6,600","6,600","6,41K","1,54%"
"06.09.2024","6,500","6,500","6,650","6,500","5,56K","-2,26%"
"05.09.2024","6,650","6,650","6,650","6,650","24,50M","0,00%"
"04.09.2024","6,650","6,570","6,650","6,560","2,47M","1,37%"
"03.09.2024","6,560","6,600","6,620","6,560","18,37K","-0,61%"
"02.09.2024","6,600","6,580","6,600","6,580","13,59K","0,30%"
"29.08.2024","6,580","6,580","6,580","6,580","3,39K","-1,05%"
"28.08.2024","6,650","6,630","6,650","6,600","0,30K","0,30%"
"27.08.2024","6,630","6,630","6,650","6,600","0,73K","0,00%"
"26.08.2024","6,630","6,580","6,630","6,580","10,70M","1,22%"
"23.08.2024","6,550","6,550","6,550","6,550","2,57K","-0,61%"
"22.08.2024","6,590","6,570","6,590","6,550","6,27M","0,61%"
"21.08.2024","6,550","6,550","6,550","6,550","5,84K","-0,30%"
"20.08.2024","6,570","6,550","6,570","6,500","8,70K","0,31%"
"19.08.2024","6,550","6,500","6,550","6,450","11,17K","0,46%"
"16.08.2024","6,520","6,520","6,520","6,520","5,07K","-1,06%"
"15.08.2024","6,590","6,590","6,590","6,590","1,44K","0,46%"
"14.08.2024","6,560","6,590","6,590","6,560","344,26K","-0,46%"
"13.08.2024","6,590","6,580","6,590","6,580","227,37K","0,15%"
"12.08.2024","6,580","6,580","6,580","6,580","224,22K","0,00%"
"09.08.2024","6,580","6,550","6,600","6,550","226,84K","0,46%"
"08.08.2024","6,550","6,550","6,550","6,550","3,99K","0,00%"
"07.08.2024","6,550","6,480","6,550","6,410","8,09K","1,08%"
"05.08.2024","6,480","6,480","6,480","6,300","23,20K","-1,22%"
"02.08.2024","6,560","6,650","6,650","6,550","13,37K","-0,61%"
"01.08.2024","6,600","6,650","6,650","6,600","8,52K","-0,75%"
"31.07.2024","6,650","6,750","6,750","6,650","33,93K","-1,19%"
"30.07.2024","6,730","6,740","6,750","6,730","7,10K","-0,44%"
"26.07.2024","6,760","6,700","6,760","6,650","159,38K","1,81%"
"25.07.2024","6,640","6,580","6,640","6,570","4,68K","0,91%"
"24.07.2024","6,580","6,550","6,580","6,550","186,42K","0,30%"
"22.07.2024","6,560","6,590","6,600","6,560","13,07K","-0,46%"
"19.07.2024","6,590","6,600","6,600","6,590","7,85K","0,46%"
"18.07.2024","6,560","6,580","6,600","6,560","36,04K","-0,30%"
"17.07.2024","6,580","6,580","6,600","6,580","67,29K","-0,30%"
"16.07.2024","6,600","6,600","6,650","6,510","100,14K","0,00%"
"15.07.2024","6,600","6,550","6,600","6,550","5,91K","0,76%"
"12.07.2024","6,550","6,550","6,550","6,550","169,49K","0,61%"
"11.07.2024","6,510","6,570","6,570","6,500","97,46K","-0,91%"
"10.07.2024","6,570","6,600","6,600","6,570","5,61K","0,00%"
"09.07.2024","6,570","6,580","6,580","6,570","220,26K","-0,15%"
"08.07.2024","6,580","6,580","6,580","6,500","25,29K","0,00%"
"05.07.2024","6,580","6,550","6,590","6,550","101,69K","3,62%"
"04.07.2024","6,350","6,210","6,350","6,210","78,93K","0,79%"
"03.07.2024","6,300","6,300","6,300","6,300","0,77K","1,61%"
"02.07.2024","6,200","6,250","6,250","6,200","17,02K","-1,59%"
"01.07.2024","6,300","6,340","6,340","6,300","6,09K","-0,63%"
"28.06.2024","6,340","6,300","6,340","6,300","5,49K","0,48%"
"27.06.2024","6,310","6,300","6,310","6,300","0,38K","0,16%"
"26.06.2024","6,300","6,300","6,300","6,300","7,74K","1,61%"
"25.06.2024","6,200","6,200","6,300","6,200","1,51M","0,00%"
"24.06.2024","6,200","6,200","6,200","6,200","9,02K","1,14%"
"21.06.2024","6,130","6,150","6,150","6,130","103,94K","-1,13%"
"20.06.2024","6,200","6,300","6,300","6,200","8,69K","-0,16%"
"19.06.2024","6,210","6,300","6,300","6,210","607,33K","-1,43%"
"18.06.2024","6,300","6,300","6,300","6,300","21,13K","0,32%"
"17.06.2024","6,280","6,260","6,280","6,260","10,38K","0,32%"
"14.06.2024","6,260","6,210","6,260","6,210","794,66K","0,81%"
"13.06.2024","6,210","6,210","6,210","6,210","19,54K","0,00%"
"12.06.2024","6,210","6,230","6,230","6,210","15,40K","0,16%"
"11.06.2024","6,200","6,200","6,200","6,200","31,25K","0,00%"
"10.06.2024","6,200","6,200","6,200","6,200","57,76K","0,16%"
"06.06.2024","6,190","6,150","6,190","6,150","42,24K","0,00%"
"05.06.2024","6,190","6,210","6,300","6,190","1,46M","-0,16%"
"04.06.2024","6,200","6,180","6,500","6,150","25,15M","0,00%"
"03.06.2024","6,200","6,200","6,200","6,200","12,56K","0,00%"
"31.05.2024","6,200","6,200","6,200","6,200","167,37K","0,00%"
"30.05.2024","6,200","6,250","6,250","6,150","43,39K","-1,59%"
"29.05.2024","6,300","6,500","6,500","6,300","30,61K","-3,08%"
"28.05.2024","6,500","6,550","6,700","6,500","11,17M","-0,76%"
"27.05.2024","6,550","6,550","6,550","6,550","1,70K","0,00%"
"24.05.2024","6,550","6,560","6,560","6,500","8,78K","0,00%"
"23.05.2024","6,550","6,890","6,890","6,550","15,09K","-5,07%"
"22.05.2024","6,900","6,510","6,900","6,500","40,01M","4,86%"
"21.05.2024","6,580","6,600","6,650","6,520","99,89K","-0,30%"
"20.05.2024","6,600","6,450","6,600","6,450","41,15K","1,54%"
"17.05.2024","6,500","6,600","6,600","6,500","123,88K","-0,76%"
"16.05.2024","6,550","6,550","6,600","6,530","167,57K","0,00%"
"15.05.2024","6,550","6,580","6,580","6,510","150,47K","0,00%"
"14.05.2024","6,550","6,600","6,600","6,500","49,52K","-0,76%"
"13.05.2024","6,600","6,550","6,600","6,550","55,10K","0,76%"
"10.05.2024","6,550","6,500","6,550","6,500","58,42K","-1,50%"
"09.05.2024","6,650","6,400","6,700","6,400","4,40M","2,31%"
"08.05.2024","6,500","6,400","6,500","6,400","48,78K","0,00%"
"07.05.2024","6,500","6,200","6,500","6,200","4,54M","4,00%"
"06.05.2024","6,250","6,200","6,250","6,200","411,73K","0,81%"
"03.05.2024","6,200","6,100","6,200","6,100","1,01M","0,81%"
"02.05.2024","6,150","6,040","6,250","6,040","22,20K","1,82%"
"30.04.2024","6,040","6,050","6,050","6,040","11,35K","0,67%"
"29.04.2024","6,000","5,990","6,050","5,990","17,47K","1,18%"
"26.04.2024","5,930","5,810","5,930","5,810","100,51K","2,07%"
"25.04.2024","5,810","5,810","5,810","5,810","3,40K","0,17%"
"24.04.2024","5,800","5,750","5,800","5,750","81,78K","0,87%"
"23.04.2024","5,750","5,750","5,750","5,750","11,54K","0,00%"
"22.04.2024","5,750","5,750","5,750","5,750","127,87K","0,00%"
"19.04.2024","5,750","5,750","5,750","5,750","44,50K","0,88%"
"18.04.2024","5,700","5,550","5,700","5,550","272,96K","4,40%"
"17.04.2024","5,460","5,400","5,500","5,300","490,25K","3,02%"
"16.04.2024","5,300","5,240","5,300","5,240","64,95K","1,15%"
"15.04.2024","5,240","5,270","5,270","5,240","71,13K","0,00%"
"12.04.2024","5,240","5,350","5,350","5,230","334,16K","-2,96%"
"11.04.2024","5,400","5,440","5,500","5,400","159,24K","-0,74%"
"10.04.2024","5,440","5,510","5,510","5,440","76,63K","-1,63%"
"09.04.2024","5,530","5,620","5,620","5,530","47,20K","-2,98%"
"08.04.2024","5,700","5,800","5,800","5,700","38,63K","-1,72%"
"05.04.2024","5,800","5,980","5,980","5,700","35,54K","-3,01%"
"04.04.2024","5,980","6,050","6,050","5,980","20,47K","-1,48%"
"03.04.2024","6,070","6,100","6,100","6,070","29,33K","-0,49%"
"02.04.2024","6,100","6,130","6,130","6,100","148,00K","-0,65%"
"01.04.2024","6,140","6,200","6,250","6,140","36,12K","-2,54%"
"27.03.2024","6,300","6,500","6,500","6,300","42,50K","-4,55%"
"26.03.2024","6,600","6,800","6,800","6,600","21,89K","-2,22%"
"25.03.2024","6,750","6,750","6,750","6,750","1,06K","-0,74%"
"22.03.2024","6,800","6,850","6,900","6,800","45,18K","0,00%"
"21.03.2024","6,800","6,850","6,850","6,800","150,76K","-0,73%"
"20.03.2024","6,850","6,850","6,850","6,850","135,69K","-0,72%"
"19.03.2024","6,900","6,850","6,910","6,850","117,35K","0,00%"
"18.03.2024","6,900","6,900","6,900","6,900","41,99K","0,00%"
"15.03.2024","6,900","6,930","6,930","6,900","122,60K","-0,14%"
"14.03.2024","6,910","6,920","6,920","6,900","23,53K","-0,14%"
"13.03.2024","6,920","6,900","6,920","6,900","91,73K","-0,14%"
"12.03.2024","6,930","6,930","6,930","6,900","79,21K","0,00%"
"11.03.2024","6,930","6,930","6,930","6,930","26,97K","0,00%"
"08.03.2024","6,930","6,920","6,930","6,920","363,50K","0,14%"
"07.03.2024","6,920","7,000","7,000","6,900","41,18K","-0,43%"
"06.03.2024","6,950","6,900","7,000","6,900","2,01M","1,16%"
"05.03.2024","6,870","6,870","6,870","6,870","1,68K","0,29%"
"04.03.2024","6,850","6,780","6,850","6,780","75,11K","1,03%"
"01.03.2024","6,780","6,680","6,780","6,680","18,02K","1,50%"
"29.02.2024","6,680","6,650","7,150","6,650","166,91K","1,21%"
"28.02.2024","6,600","6,600","6,620","6,600","3,00M","1,54%"
"27.02.2024","6,500","6,550","6,570","6,500","5,92K","-0,76%"
"26.02.2024","6,550","6,500","6,550","6,500","11,59K","0,77%"
"23.02.2024","6,500","6,500","6,500","6,500","14,48K","0,00%"
"22.02.2024","6,500","6,500","6,500","6,500","34,89K","0,00%"
"21.02.2024","6,500","6,500","6,550","6,500","15,96K","0,00%"
"20.02.2024","6,500","6,500","6,520","6,500","36,43K","0,00%"
"19.02.2024","6,500","6,600","6,600","6,500","3,07K","-0,31%"
"16.02.2024","6,520","6,530","6,530","6,520","240,97K","-0,46%"
"15.02.2024","6,550","6,520","6,550","6,520","29,08K","0,77%"
"14.02.2024","6,500","6,500","6,500","6,500","20,94K","0,00%"
"13.02.2024","6,500","6,500","6,500","6,450","19,99K","0,00%"
"12.02.2024","6,500","6,500","6,500","6,500","21,34K","0,78%"
"09.02.2024","6,450","6,470","6,470","6,450","5,24K","-0,77%"
"08.02.2024","6,500","6,450","6,500","6,450","13,15K","0,78%"
"07.02.2024","6,450","6,500","6,500","6,450","2,62K","-0,77%"
"06.02.2024","6,500","6,500","6,500","6,500","48,99K","0,00%"
"05.02.2024","6,500","6,480","6,500","6,480","31,73K","0,31%"
"02.02.2024","6,480","6,450","6,480","6,450","5,11K","-0,31%"
"01.02.2024","6,500","6,500","6,500","6,500","0,73K","0,00%"
"31.01.2024","6,500","6,500","6,500","6,490","40,27K","0,00%"
"30.01.2024","6,500","6,490","6,500","6,490","9,93K","0,15%"
"29.01.2024","6,490","6,450","6,490","6,450","43,12K","-0,15%"
"26.01.2024","6,500","6,460","6,500","6,400","31,90K","0,62%"
"25.01.2024","6,460","6,480","6,480","6,400","149,15K","-0,31%"
"24.01.2024","6,480","6,400","6,480","6,400","45,97K","1,57%"
"23.01.2024","6,380","6,290","6,380","6,290","106,76K","2,08%"
"22.01.2024","6,250","6,250","6,250","6,250","37,19K","-0,64%"
"19.01.2024","6,290","6,290","6,290","6,290","2,34K","0,00%"
"18.01.2024","6,290","6,220","6,290","6,220","6,52K","1,13%"
"17.01.2024","6,220","6,150","6,220","6,150","11,50K","0,32%"
"16.01.2024","6,200","6,200","6,200","6,200","2,32K","0,00%"
"15.01.2024","6,200","6,150","6,200","6,150","14,63K","0,00%"
"12.01.2024","6,200","6,220","6,220","6,200","37,76K","-0,32%"
"11.01.2024","6,220","6,200","6,220","6,200","50,06K","0,32%"
"10.01.2024","6,200","6,200","6,200","6,200","16,82K","-0,80%"
"09.01.2024","6,250","6,250","6,250","6,250","5,27K","-0,79%"
"08.01.2024","6,300","6,300","6,300","6,200","2,50K","0,00%"
"05.01.2024","6,300","6,250","6,300","6,250","51,39K","0,80%"
"04.01.2024","6,250","6,250","6,300","6,250","13,15K","0,81%"
"03.01.2024","6,200","6,200","6,200","6,200","1,15K","-0,80%"
"02.01.2024","6,250","6,300","6,400","6,250","0,71K","-0,79%"
"29.12.2023","6,300","6,200","6,300","6,200","661,43K","1,61%"
"28.12.2023","6,200","6,250","6,250","6,000","21,98K","0,00%"
"27.12.2023","6,200","6,200","6,200","6,180","64,56K","0,00%"
"26.12.2023","6,200","6,200","6,200","6,200","49,48K","-0,16%"
"22.12.2023","6,210","6,210","6,210","6,210","161,94K","0,00%"
"21.12.2023","6,210","6,300","6,300","6,180","63,30K","-0,64%"
"20.12.2023","6,250","6,250","6,250","6,150","24,39K","0,81%"
"19.12.2023","6,200","6,200","6,210","6,200","264,58K","0,00%"
"18.12.2023","6,200","6,200","6,200","6,050","24,97K","0,00%"
"15.12.2023","6,200","6,100","6,200","6,000","144,10K","1,64%"
"14.12.2023","6,100","5,950","6,100","5,950","101,91K","2,52%"
"13.12.2023","5,950","5,900","5,950","5,900","13,50K","0,85%"
"12.12.2023","5,900","5,900","5,910","5,900","31,22K","0,00%"
"11.12.2023","5,900","5,900","5,900","5,900","109,65K","0,85%"
"07.12.2023","5,850","5,850","5,850","5,850","2,11K","-0,85%"
"06.12.2023","5,900","5,900","5,900","5,900","4,52K","0,00%"
"05.12.2023","5,900","5,850","5,900","5,850","81,29K","1,37%"
"04.12.2023","5,820","5,800","5,820","5,800","10,36K","1,22%"
"01.12.2023","5,750","5,750","5,800","5,750","636,81K","-0,52%"
"30.11.2023","5,780","5,780","5,780","5,780","196,63K","-1,20%"
"29.11.2023","5,850","5,790","5,850","5,750","2,03M","0,00%"
"28.11.2023","5,850","5,850","5,850","5,850","24,79K","0,86%"
"27.11.2023","5,800","5,750","5,800","5,700","41,53K","0,87%"
"24.11.2023","5,750","5,700","5,750","5,700","26,87K","0,00%"
"23.11.2023","5,750","5,700","5,780","5,700","318,02K","0,00%"
"22.11.2023","5,750","5,750","5,750","5,750","17,78K","0,00%"
"21.11.2023","5,750","5,750","5,750","5,700","23,21K","0,00%"
"20.11.2023","5,750","5,900","5,900","5,750","8,96K","-2,54%"
"17.11.2023","5,900","5,810","5,900","5,810","24,46K","2,61%"
"16.11.2023","5,750","5,750","5,750","5,750","3,82K","0,88%"
"15.11.2023","5,700","5,700","5,700","5,700","44,61K","-0,87%"
"14.11.2023","5,750","5,800","5,800","5,750","37,09K","-1,71%"
"13.11.2023","5,850","5,850","5,850","5,850","6,61K","-0,85%"
"10.11.2023","5,900","5,900","5,900","5,900","18,15K","0,85%"
"09.11.2023","5,850","5,850","5,850","5,850","1,76K","0,86%"
"08.11.2023","5,800","5,800","5,800","5,800","3,24K","1,75%"
"07.11.2023","5,700","5,700","5,700","5,700","278,81K","0,00%"
"06.11.2023","5,700","5,600","5,700","5,600","10,59K","1,79%"
"03.11.2023","5,600","5,600","5,650","5,600","127,28K","-0,18%"
"02.11.2023","5,610","5,800","5,800","5,570","88,26K","-3,28%"
"31.10.2023","5,800","5,850","5,850","5,800","21,91K","-0,85%"
"30.10.2023","5,850","5,900","5,900","5,850","133,30K","-1,68%"
"27.10.2023","5,950","5,900","5,950","5,900","91,64K","0,85%"
"26.10.2023","5,900","5,900","5,900","5,900","9,99K","0,00%"
"25.10.2023","5,900","5,950","5,950","5,900","8,60K","0,00%"
"24.10.2023","5,900","6,000","6,000","5,900","8,64K","0,00%"
"23.10.2023","5,900","5,900","6,000","5,900","225,48K","0,00%"
"20.10.2023","5,900","5,900","5,900","5,900","80,91K","1,03%"
"19.10.2023","5,840","5,840","5,840","5,840","7,85K","1,04%"
"18.10.2023","5,780","5,640","5,780","5,600","304,46K","0,00%"
"17.10.2023","5,780","5,750","5,800","5,750","222,55K","0,52%"
"16.10.2023","5,750","5,950","5,950","5,750","34,27K","-3,36%"
"13.10.2023","5,950","5,950","5,950","5,950","19,53K","-0,67%"
"12.10.2023","5,990","5,990","5,990","5,990","0,56K","-0,17%"
"11.10.2023","6,000","6,000","6,000","5,990","130,33K","0,00%"
"10.10.2023","6,000","6,000","6,000","6,000","3,85K","0,67%"
"09.10.2023","5,960","6,000","6,000","5,960","95,16K","-2,30%"
"06.10.2023","6,100","6,150","6,150","6,100","17,08K","-0,81%"
"05.10.2023","6,150","6,160","6,160","6,150","113,28K","-0,49%"
"04.10.2023","6,180","6,180","6,180","6,180","3,55K","-0,16%"
"03.10.2023","6,190","6,200","6,200","6,160","13,06K","-0,16%"
"02.10.2023","6,200","6,160","6,200","6,160","12,09K","0,00%"
"29.09.2023","6,200","6,200","6,200","6,200","8,55K","-0,32%"
"28.09.2023","6,220","6,150","6,220","6,150","8,82K","1,14%"
"27.09.2023","6,150","6,190","6,200","6,150","10,61K","0,00%"
"26.09.2023","6,150","6,180","6,180","6,150","115,76K","-0,81%"
"25.09.2023","6,200","6,200","6,200","6,200","4,89K","0,32%"
"22.09.2023","6,180","6,280","6,280","6,170","0,68K","-0,32%"
"21.09.2023","6,200","6,200","6,200","6,200","1,99K","0,16%"
"20.09.2023","6,190","6,150","6,190","6,150","16,04K","0,00%"
"19.09.2023","6,190","6,190","6,200","6,150","7,54K","0,00%"
"18.09.2023","6,190","6,190","6,190","6,190","0,90K","0,00%"
"15.09.2023","6,190","6,250","6,250","6,190","64,33K","-0,96%"
"14.09.2023","6,250","6,180","6,250","6,180","55,21K","0,32%"
"13.09.2023","6,230","6,200","6,230","6,200","301,04K","0,48%"
"12.09.2023","6,200","6,240","6,240","6,200","268,84K","-0,64%"
"11.09.2023","6,240","6,250","6,250","6,240","321,05K","-0,16%"
"08.09.2023","6,250","6,250","6,250","6,250","13,45K","0,00%"
"07.09.2023","6,250","6,250","6,290","6,250","161,64K","0,00%"
